Name,Typ Einträge,AI assist
Familienheim-Genossenschaft Zürich | FGZ - Vermietungsbestimmungen,Vermietungsbestimmungen,"Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
- Es gibt keine explizite zeitliche Begrenzung für die Mitgliedschaft oder das Wohnen in einer Wohnung. Die Belegungsvorschriften (z.B. Mindestanzahl Kinder, Altersgrenzen) und die Einhaltung der Belegungsregeln sind jedoch Voraussetzung. Bei Unterbesetzung kann eine Zügelfrist gesetzt werden, nach deren Ablauf die Wohnung verlassen werden muss.

Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
- Es wird keine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Es wird von Belegung, Mindestmietdauer und Zügelfrist gesprochen.

Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
- Dazu finden sich im Vermietungsreglement keine Angaben.

Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
- Bei Unterbesetzung einer Wohnung kann eine Zügelfrist gesetzt werden. Diese bleibt auch bestehen, wenn ein nicht unterhaltspflichtiges, volljähriges Kind zurückkehrt oder ein Untermietvertrag abgeschlossen wird. Die Zügelfrist gilt ab dem Abmeldedatum des Kindes beim Kreisbüro.

Wird ein Ersatz angeboten?
- Es gibt keine Angabe, dass ein Ersatz angeboten wird. Bei internen Umzügen gibt es jedoch Regelungen zur Mindestmietdauer und Ausnahmen, die einen Umzug in ein anderes Objekt ermöglichen können.

Quelle: https://fgzzh.ch/wp-content/uploads/2024/04/23-vermietungsreglement-fgz-2021.pdf"
Eidgenössisches Personal | BEP - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine generelle zeitliche Begrenzung für die Mitgliedschaft oder das Mietverhältnis. Die Mindestanwesenheitsdauer beträgt jedoch acht Monate pro Jahr. Bei Unter- oder Überbelegung kann das Mietverhältnis nach frühestens zwei und spätestens vier Jahren nach Eintritt der Unter- oder Überbelegung gekündigt werden, sofern Ersatzwohnungsangebote abgelehnt werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Es wird allgemein von ""Mietverhältnis"" und ""Mitgliedschaft"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ausschlussgründe sind u.a.:
  - Weigerung, den Unter- oder Überbelegungszuschlag zu bezahlen.
  - Verletzung der Mindestanwesenheitsdauer.
  - Verstoss gegen die Belegungsvorschriften (z.B. Überbelegung durch Aufnahme weiterer Personen ohne Genehmigung).
  - Weitere Gründe können sich aus den Statuten ergeben.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Das Mietverhältnis wird gekündigt, wenn:
  - Die Belegungsvorschriften verletzt werden (Unter- oder Überbelegung).
  - Die Mindestanwesenheitsdauer nicht eingehalten wird.
  - Ersatzwohnungsangebote nach Unter- oder Überbelegung abgelehnt werden.
  - Der Über- oder Unterbelegungszuschlag nicht bezahlt wird.

- Wird ein Ersatz angeboten?
Ja, bei Unter- oder Überbelegung werden den Mietenden zweimal zumutbare Ersatzwohnungen angeboten. Erst nach Ablehnung des zweiten Angebots erfolgt der Ausschluss und die Kündigung des Mietverhältnisses.

Quelle: https://assets.ctfassets.net/cgk3jkn05yjg/4JJNOoXUpBOZJwiYHmfkxl/1a0bf5c3a9bc3742b6b459f67c42fd65/BEP-Vermietungsreglement.pdf"
Zurlinden - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Die Mietverhältnisse sind grundsätzlich unbefristet. Es gibt keine explizite zeitliche Begrenzung, wie lange man in der Genossenschaft oder in einer Wohnung bleiben darf. Die Belegungsvorschriften müssen jedoch eingehalten werden.
- Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet. Es wird von Mietverhältnis und Belegungsvorschriften gesprochen.
- Ein Ausschluss aus der Genossenschaft oder der Verlust der Wohnung kann erfolgen, wenn die Belegungsvorschriften nicht mehr eingehalten werden (z.B. durch Zuzug, Wegzug, Trennung, Scheidung, Todesfall). In diesem Fall wird dem Mieter innerhalb von zwei Jahren eine passende Ersatzwohnung angeboten. Lehnt der Mieter zwei Angebote ab, muss er die Wohnung innert Jahresfrist verlassen. Kann keine Ersatzwohnung angeboten werden, muss der Mieter nach vier Jahren ebenfalls innert Jahresfrist ausziehen.
- Ein Ersatz wird angeboten: Die Genossenschaft ist bestrebt, eine passende Ersatzwohnung innerhalb des Siedlungsportfolios anzubieten, wenn die Belegungsvorschriften nicht mehr erfüllt sind. Mieter über 80 Jahre müssen keinen Wohnungswechsel vornehmen.
- Bei falschen Angaben im Anmeldeformular kann das Mietverhältnis ordentlich gekündigt werden."
Wiedikon - Vermietungsbestimmungen,Vermietungsbestimmungen,"Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Das Mietverhältnis ist an die Mitgliedschaft in der Genossenschaft gebunden. Bei Unterbelegung kann das Mietverhältnis zwei Jahre nach Mitteilung der Unterbelegung ordentlich gekündigt werden, wenn ein zumutbares Ersatzangebot abgelehnt wird.

Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird keine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Die Mitgliedschaft in der Genossenschaft ist Voraussetzung für das Mietverhältnis.

Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss aus der Genossenschaft kann erfolgen, wenn:
- Die Mindestbelegung nicht mehr erfüllt ist und ein zumutbares Ersatzangebot abgelehnt wird (nach zwei Jahren).
- Die Belegungsbedingungen durch falsche oder keine Angaben umgangen werden.
- Bei unzulässiger oder nicht genehmigter Untermiete.

Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Ein Ausschluss aus der Wohnung (Kündigung des Mietverhältnisses) kann erfolgen, wenn:
- Die Mindestbelegung nicht mehr erfüllt ist und ein zumutbares Ersatzangebot abgelehnt wird.
- Die Belegungsbedingungen durch falsche oder keine Angaben umgangen werden.
- Die Wohnung nach befristeter Untermiete nicht wieder vom Hauptmieter bewohnt wird.
- Bei Verstößen gegen die Statuten, das Mietreglement oder Beschlüsse der Organe der Genossenschaft.

Wird ein Ersatz angeboten?
Ja, bei Unterbelegung bietet der Vorstand dem Mieter baldmöglichst den Umzug in eine andere, kleinere Wohnung an. Wird dieses Angebot abgelehnt, kann nach zwei Jahren das Mietverhältnis gekündigt werden."
Waidmatt - Vermietungsbestimmungen,Vermietungsbestimmungen,Ich kann das PDF-Dokument unter dem angegebenen Link leider nicht öffnen und somit keine Informationen aus den Vermietungsbestimmungen der Genossenschaft Waidmatt entnehmen.
Waidberg - Vermietungsbestimmungen,Vermietungsbestimmungen,"- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung; die Genossenschaft ist auf unbeschränkte Dauer gegründet und die Wohnungen werden den Mitgliedern dauerhaft zur Verfügung gestellt, solange die Mitgliedschaft und die Mietbedingungen eingehalten werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet. Es wird von Mitgliedschaft und Mietverhältnis gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Mitglied kann durch den Vorstand ausgeschlossen werden, wenn ein wichtiger Grund vorliegt. Ausschlussgründe sind insbesondere in Art. 35 genannt, z.B. Verletzung genossenschaftsrechtlicher Pflichten, unzulässige Untermiete, Nichtbewohnen der Wohnung, Zweckentfremdung der Wohnung oder Ablehnung zumutbarer Umsiedlungsangebote.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Der Mietvertrag kann von der Genossenschaft nur in Verbindung mit dem Ausschluss und nur bei Vorliegen bestimmter Kündigungsgründe gekündigt werden, z.B. schwere Verletzung der Sorgfaltspflicht, Zahlungsrückstand, wichtige Gründe nach Mietrecht, Tod oder Konkurs des Mieters, sowie die oben genannten genossenschaftlichen Gründe.

- Wird ein Ersatz angeboten?
Ein Ersatz wird nur im Zusammenhang mit zumutbaren Umsiedlungsangeboten erwähnt. Die Ablehnung eines solchen Angebots kann ein Kündigungsgrund sein. Ein genereller Anspruch auf Ersatzwohnung besteht nicht.

Quelle: https://bg-waidberg.ch/wp-content/uploads/2024/04/Statuten-2024.pdf"
Vrenelisgärtli - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung. Die Dauer ist an die Einhaltung der Belegungsregeln und Genossenschaftsbestimmungen gebunden. Bei Unterbelegung muss nach einer Übergangsfrist von mindestens einem Jahr gegen eine kleinere Wohnung getauscht werden. Lehnt man drei zumutbare Ersatzwohnungen ab, muss die Wohnung freigegeben werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet. Es wird von Mietverhältnis, Belegung und Genossenschaftsmitgliedschaft gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss- und Kündigungsgrund liegt vor, wenn z.B. drei zumutbare Ersatzwohnungen bei Unterbelegung abgelehnt werden oder gegen die Statuten/Reglemente (z.B. unerlaubte Untervermietung über Online-Plattformen) verstossen wird.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Bei Unterbelegung und Ablehnung von drei zumutbaren Ersatzwohnungen, bei unerlaubter Untervermietung (z.B. über Airbnb), oder bei Verstössen gegen die Statuten und das Vermietungsreglement kann das Mietverhältnis gekündigt werden.

- Wird ein Ersatz angeboten?
Ja, bei Unterbelegung werden maximal drei kleinere zumutbare Ersatzwohnungen angeboten. Wird keine davon akzeptiert, muss die Wohnung freigegeben werden."
Süd-Ost - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Das Vermietungsreglement nennt keine zeitliche Begrenzung für das Wohnrecht. Es gibt keine explizite maximale Aufenthaltsdauer.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird keine spezielle Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Es wird allgemein von Mietverhältnis und Mieterschaft gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Das Reglement selbst nennt keine expliziten Ausschlussgründe aus der Genossenschaft.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Bei Unterbelegung (wenn die Zimmerzahl die Zahl der Bewohner/innen um mehr als zwei übersteigt) muss die Verwaltung informiert werden. Die Genossenschaft bietet dann zwei zumutbare Ersatzwohnungen an. Werden beide abgelehnt, wird der Vorstand informiert. Weitere Schritte (z.B. Kündigung) werden im Reglement nicht konkretisiert.

- Wird ein Ersatz angeboten?
Ja, bei Unterbelegung werden zwei zumutbare Ersatzwohnungen angeboten. Bei Ablehnung beider Angebote wird der Vorstand informiert. Ein Ersatz wird also aktiv angeboten."
St. Jakob | BGSJ - Vermietungsbestimmungen,Vermietungsbestimmungen,"Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Belegungs- und Statutenvorschriften eingehalten werden. Befristete Mietverhältnisse sind nur im Vorfeld von umfassenden Erneuerungen oder Ersatzneubauten möglich (siehe Punkt 11).

Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird kein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" verwendet. Es wird von ""Mitgliedschaft"" und ""Mietverhältnis"" gesprochen.

Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Die Ausschlussgründe sind in den Statuten Art. 11 Abs. 1 a)–j) geregelt. Das Reglement verweist darauf, dass die BGSJ Mitglieder aus der Genossenschaft ausschliessen kann, wenn diese gegen die Statuten oder andere wichtige Regeln verstossen.

Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Bei Unterbelegung oder Überbelegung kann nach erfolgloser Aufforderung zur Anpassung und Ablehnung einer akzeptablen Offerte eine ordentliche Kündigung ausgesprochen werden. Auch andere mietrechtliche Gründe (z.B. Verstoss gegen Hausordnung) können zur Kündigung führen.

Wird ein Ersatz angeboten?
Bei Unterbelegung wird die Möglichkeit geboten, in eine kleinere Wohnung zu wechseln. Bei Überbelegung besteht keine Verpflichtung der BGSJ, eine grössere oder zweite Wohnung anzubieten. Bei befristeten Mietverhältnissen (z.B. wegen Neubau) wird kein Ersatz explizit zugesichert."
Sonnengarten | BGS - Vermietungsbestimmungen,Vermietungsbestimmungen,Ich kann das PDF-Dokument unter dem angegebenen Link nicht öffnen und daher keine Informationen aus den Vermietungsbestimmungen der Genossenschaft Sonnengarten entnehmen.
Schönheim - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für das Wohnrecht, solange die Belegungsvorschriften eingehalten werden und kein Ausschlussgrund vorliegt. Die Residenzpflicht verlangt, dass Mitglieder ihren zivilrechtlichen Wohnsitz in der Wohnung haben. Bei Verletzung der Residenzpflicht oder Unter-/Überbelegung kann die Kündigung der Wohnung und der Ausschluss aus der Genossenschaft beantragt werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Residenzpflicht"" und ""Wohnrecht"" gesprochen. Die Mitgliedschaft und das Mietverhältnis sind an die Einhaltung der Genossenschaftsregeln gebunden.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ausschlussgründe sind u.a.:
  - Verletzung der Residenzpflicht (Wohnung wird nicht selbst bewohnt)
  - Ablehnung zumutbarer Tauschangebote bei Unter- oder Überbelegung
  - Anhaltende Verletzung der Vorschriften über die Untervermietung
  - Ablehnung eines zumutbaren Umsiedlungsangebots bei Ersatzneubauten/Renovationen
  - Nutzung der Wohnung über Online-Buchungsplattformen wie Airbnb

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Kündigung der Wohnung erfolgt bei:
  - Verletzung der Residenzpflicht
  - Unter- oder Überbelegung und Ablehnung zumutbarer Tauschangebote
  - Anhaltende Verletzung der Untermietvorschriften
  - Nutzung der Wohnung über Online-Buchungsplattformen
  - Weitere wichtige Gründe gemäß Statuten

- Wird ein Ersatz angeboten?
Bei Unter- oder Überbelegung sowie bei Ersatzneubauten/Renovationen werden mindestens ein bis zwei zumutbare Ersatzwohnungen angeboten. Die Zumutbarkeit wird anhand von Mietzins, Zimmerzahl und besonderen Bedürfnissen beurteilt. Bei Ablehnung dieser Angebote kann der Ausschluss erfolgen.

Quelle: https://schoenheim.ch/wp-content/uploads/2025/06/BG-Schoenheim-Vermietungsreglement.pdf"
Schönau - Vermietungsbestimmungen,Vermietungsbestimmungen,"Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
- Es gibt keine explizite zeitliche Begrenzung für den Verbleib in der Genossenschaft oder in einer Wohnung. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen eingehalten werden.

Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
- Es wird von ""Mietrecht"" und ""Mitgliedschaft"" gesprochen.

Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
- Ein Ausschluss aus der Genossenschaft kann erfolgen, wenn ein Mitglied gegen die Statuten oder Reglemente verstößt oder seinen Verpflichtungen nicht nachkommt.

Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
- Eine Kündigung des Mietverhältnisses kann erfolgen, wenn der Mieter gegen die Hausordnung oder die Bestimmungen des Mietvertrags verstößt, insbesondere bei Zahlungsverzug oder schwerwiegenden Pflichtverletzungen.

Wird ein Ersatz angeboten?
- Es gibt keinen Hinweis darauf, dass im Falle einer Kündigung oder eines Ausschlusses ein Ersatz angeboten wird."
Rotach - Vermietungsbestimmungen,Vermietungsbestimmungen,Ich kann das PDF unter dem angegebenen Link leider nicht öffnen und somit keine Informationen aus den Vermietungsbestimmungen der Genossenschaft Rotach entnehmen.
Oberstrass | BGO - Vermietungsbestimmungen,Vermietungsbestimmungen,"- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen des Reglements und des Mietvertrags eingehalten werden. Bei Unterbelegung kann das Mietverhältnis nach Ablehnung von drei zumutbaren Ersatzangeboten aufgelöst werden, was auch zum Ausschluss aus der Genossenschaft führt.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Im Reglement wird von ""Wohnrechtsanteil"" gesprochen. Die Miete einer Genossenschaftswohnung setzt die Mitgliedschaft und die Einzahlung eines Mitgliedschaftsanteils sowie eines Wohnrechtsanteils voraus.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss aus der Genossenschaft erfolgt, wenn das Mietverhältnis aufgelöst wird, z.B. nach Ablehnung von drei zumutbaren Ersatzangeboten bei Unterbelegung. Ausschluss und Kündigung erfolgen gemäss Art. 7 der Statuten.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Das Mietverhältnis kann aufgelöst werden, wenn z.B. bei Unterbelegung alle drei Ersatzangebote abgelehnt werden oder bei unerlaubter Untervermietung ohne schriftliche Zustimmung der Geschäftsstelle. Weitere Gründe sind in den Statuten geregelt.

- Wird ein Ersatz angeboten?
Ja, bei Unterbelegung werden drei zumutbare Ersatzangebote gemacht. Als zumutbar gilt, wenn der Mietzins ein Drittel des Bruttoeinkommens nicht übersteigt, die Wohnlage vergleichbar ist und die Mindestgrösse der Wohnung eingehalten wird. Werden alle drei Angebote abgelehnt, wird das Mietverhältnis aufgelöst. In Härtefällen kann eine Übergangsfrist gewährt werden.

Quelle: https://www.bgoberstrass.ch/images/Downloads/Statuten_und_Reglemente/Vermietungsreglement.pdf"
Mehr als Wohnen - Vermietungsbestimmungen,Vermietungsbestimmungen,"Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
- Es gibt keine zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Das Wohnrecht besteht grundsätzlich unbefristet, solange die Bedingungen der Genossenschaft eingehalten werden.

Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
- Die Begriffe ""Wohnrecht"" und ""Bleiberecht"" werden nicht explizit verwendet. Es wird allgemein von ""Mietverhältnis"" und ""Genossenschaftsmitgliedschaft"" gesprochen.

Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
- Ein Ausschluss aus der Genossenschaft kann erfolgen, wenn ein Mitglied gegen die Statuten oder Reglemente verstößt, insbesondere bei schwerwiegenden oder wiederholten Verstößen.

Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
- Eine Kündigung des Mietverhältnisses kann erfolgen, wenn die vertraglichen oder reglementarischen Pflichten verletzt werden, z.B. bei Zahlungsverzug, wiederholten Störungen des Hausfriedens oder unerlaubter Untervermietung.

Wird ein Ersatz angeboten?
- Es gibt keinen Anspruch auf eine Ersatzwohnung bei Kündigung oder Ausschluss. Ein Ersatz wird nicht garantiert.

Quelle: https://www.mehralswohnen.ch/fileadmin/downloads/Mieten/2021_maw_Vermietungsreglement.pdf"
Linth Escher - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Die Belegungsvorschriften (Art. 6) müssen jedoch während der gesamten Mietdauer eingehalten werden. Bei Unterbelegung nach Todesfall oder Trennung/Scheidung gilt eine Wartefrist von 3 Jahren (Art. 14 Abs. 4).

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Ja, es wird explizit von ""Wohnrecht"" gesprochen. Ziel ist, dass Mieter ihren Wohnraum grundsätzlich nicht verlassen müssen (Einleitung, S. 2).

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Das Reglement enthält keine expliziten Ausschlussgründe für die Mitgliedschaft in der Genossenschaft.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Das Mietverhältnis kann gekündigt werden, wenn:
  - Die Belegungsvorschriften nicht mehr eingehalten werden und ein Umzug in eine Ersatzwohnung verweigert wird (Art. 14 Abs. 3).
  - Die Auskunftspflicht verletzt oder eine Täuschung begangen wird (Art. 14 Abs. 2).
  - Bei Umbau/Ersatzneubau drei angebotene Ersatzwohnungen abgelehnt werden oder keine passenden Objekte vorhanden sind (Art. 15 Abs. 2).

- Wird ein Ersatz angeboten?
Ja, bei Umbau oder Ersatzneubau müssen drei Umsiedlungsangebote gemacht werden, sofern entsprechende Objekte vorhanden sind (Art. 15 Abs. 1). Bei Erstvermietung nach Umbau/Ersatzneubau besteht Anspruch auf eine Wohnung im Ersatzneubau bzw. sanierten Objekt (Art. 15 Abs. 3)."
Kleeweid - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine generelle zeitliche Begrenzung für das Wohnrecht in der Genossenschaft oder in einer Wohnung. Die Mitgliedschaft und das Mietverhältnis bestehen grundsätzlich unbefristet, solange die Bedingungen eingehalten werden. Bei befristeten Mietverträgen (z.B. im Zusammenhang mit baulichen Erneuerungen) ist die Dauer begrenzt, und diese Mieter werden nicht als Genossenschaftsmitglieder aufgenommen.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird im Reglement nicht verwendet. Es wird von ""Mitgliedschaft"", ""Mietverhältnis"" und ""Mietobjekt"" gesprochen.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss aus der Genossenschaft kann erfolgen, wenn z.B. eine Unterbesetzung der Wohnung nicht gemeldet wird. In diesem Fall kann der Vorstand das Mitglied aus der Genossenschaft ausschliessen und das Mietverhältnis auf den nächsten ordentlichen Kündigungstermin kündigen.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Ein Mietverhältnis kann gekündigt werden, wenn nach mindestens zweimaliger ergebnisloser Umsiedlungsaufforderung wegen Unterbesetzung keine Reaktion erfolgt. Auch bei befristeten Mietverträgen endet das Wohnrecht mit Ablauf der Frist. Weitere Gründe für eine Kündigung sind im Reglement nicht explizit genannt, es gelten aber die allgemeinen mietrechtlichen Bestimmungen.

- Wird ein Ersatz angeboten?
Bei Unterbesetzung wird der Mieter zur Umsiedlung in ein kleineres Mietobjekt aufgefordert, sobald ein solches zur Verfügung steht und die Umsiedlung zumutbar ist. Es wird eine angemessene Frist gewährt, in der Regel ein Jahr. Die Umsiedlungsaufforderung ist im Bedarfsfall zu wiederholen. Ein Ersatz wird also angeboten, sofern ein passendes Objekt verfügbar ist.

Quelle: https://cdn.prod.website-files.com/60b6254314ecff658ec3e62f/616041dd3bccf513874e896e_BGK_Reglement_rgb_ds-web_2021-04-12.pdf"
Kleeweid - Vermietungsbestimmungen,Vermietungsbestimmungen,"Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine explizite zeitliche Begrenzung für die Dauer des Wohnens in der Genossenschaft oder in einer Wohnung. Ein Wechsel innerhalb der Genossenschaft ist frühestens 5 Jahre nach Bezug möglich.

Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Eine spezifische Bezeichnung wie ""Bleiberecht"" oder ""Wohnrecht"" wird in den Vermietungsrichtlinien nicht verwendet.

Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss aus der Genossenschaft und die Kündigung des Mietverhältnisses können erfolgen, wenn der Hauptmieter nach einer genehmigten Untermiete von mehr als 6 Monaten die Wohnung nicht wieder selbst bewohnt oder nicht kündigt. Auch unerlaubte Untervermietung über Plattformen wie AirBnB führt zur sofortigen Kündigung.

Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Siehe oben: Unerlaubte Untervermietung (z.B. über AirBnB) oder Nicht-Einhaltung der Rückkehrpflicht nach Untermiete kann zur Kündigung führen.

Wird ein Ersatz angeboten?
Es gibt keinen Hinweis darauf, dass ein Ersatz angeboten wird."
BIG | Im Gut - Vermietungsbestimmungen,Vermietungsbestimmungen,"'- Wie lange darf man in der Genossenschaft und in einer Wohnung bleiben?
Es gibt keine zeitliche Begrenzung für die Mitgliedschaft oder das Wohnrecht. Die Miete von Wohnungen setzt in der Regel den Beitritt zur Genossenschaft voraus. Eine Kündigung des Mietvertrags durch die Genossenschaft ist nur in Verbindung mit dem Ausschluss aus der Genossenschaft möglich. Bei Unterbelegung (zwei oder mehr überzählige Zimmer) gilt eine Zügelfrist von zwei Jahren. Wird das Angebot zur Umsiedlung nicht angenommen, kann nach Ablauf der Frist die Kündigung der Wohnung und der Ausschluss aus der Genossenschaft beschlossen werden.

- Gibt es eine spezifische Bezeichnung dafür? Bleiberecht, Wohnrecht, etc.?
Es wird von ""Mitgliedschaft"" und ""Mietvertrag"" gesprochen, ein spezieller Begriff wie ""Bleiberecht"" oder ""Wohnrecht"" wird nicht verwendet.

- Was muss gegeben sein, dass jemand aus der Genossenschaft ausgeschlossen wird?
Ein Ausschluss kann erfolgen, wenn das Angebot zur Umsiedlung bei Unterbelegung nicht angenommen wird. Weitere Ausschlussgründe sind im Reglement nicht explizit genannt, es wird aber auf die Statuten verwiesen.

- Was muss gegeben sein, dass jemand aus der Wohnung geworfen wird?
Eine Kündigung des Mietvertrags durch die Genossenschaft ist nur in Verbindung mit dem Ausschluss aus der Genossenschaft möglich, z.B. bei Unterbelegung und Ablehnung des Umsiedlungsangebots nach zwei Jahren.

- Wird ein Ersatz angeboten?
Bei Unterbelegung wird ein Angebot zur Umsiedlung in ein geeignetes Mietobjekt gemacht. Wird dieses Angebot nicht angenommen, kann die Kündigung erfolgen."
