Name,URL,Genossenschaft,Typ Einträge,Select,AI Summary Vermietungsbestimmungen
FGZ - Vermietungsbestimmungen,https://fgzzh.ch/wp-content/uploads/2024/04/23-vermietungsreglement-fgz-2021.pdf,FGZ,Vermietungsbestimmungen,PDF,"Zwingend
- Familienwohnobjekte müssen von einem oder mehreren Kindern bewohnt werden. In der Regel müssen Kinder zum Zeitpunkt der Vermietung unter 15 Jahre alt sein, zählen aber bis zum 25. Geburtstag als Kinder.
- Bei Familienwohnobjekten gilt grundsätzlich die Formel «Anzahl Zimmer = Anzahl Personen».
- Für externe Neumieter/innen sind die Einkommens-/Vermögensstufen 1 bis 3 zu berücksichtigen.
- Mindest- und Maximalbelegung sowie abweichende Regelungen sind in den Belegungslisten pro Objekt festgehalten.
- Bei Unterbesetzung kann eine Zügelfrist angesetzt werden, nach deren Ablauf die Wohnung verlassen werden muss.

Bevorzugend
- Genossenschafter/innen haben Vorrang bei der Vergabe freier Objekte.
- Dringlichkeit des Umzugs und gute soziale Durchmischung werden bei mehreren Bewerbungen berücksichtigt.
- Mindestens 50 % der Wohnungen sollen an Haushalte mit Einkommens- und Vermögensstufe 3 oder tiefer vergeben werden.
- Familien mit Kindern werden grundsätzlich bevorzugt.
- Interne Umzüge sind nach 10 Jahren möglich, in bestimmten Fällen (z.B. Familienzuwachs, gesundheitliche Gründe) auch früher.

Änderungen
- Wenn Kinder ausziehen und dadurch eine Unterbesetzung entsteht, kann die FGZ eine Zügelfrist ansetzen, nach deren Ablauf die Wohnung verlassen werden muss.
- Die Zügelfrist wird nicht unterbrochen, wenn ein nicht unterhaltspflichtiges, volljähriges Kind zurückkehrt oder ein Untermietvertrag abgeschlossen wird.
- Der Vorstand überprüft alle 3 Jahre die Priorisierungskriterien.
- Bei grundlegender und andauernder Verschlechterung der persönlichen, finanziellen Situation kann ein Umzug in ein anderes Objekt ermöglicht werden.

Weitere Kriterien wie Alter, aktueller Wohnort, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit genannt."
Eidgenössisches Personal | BEP - Vermietungsbestimmungen,https://assets.ctfassets.net/cgk3jkn05yjg/4JJNOoXUpBOZJwiYHmfkxl/1a0bf5c3a9bc3742b6b459f67c42fd65/BEP-Vermietungsreglement.pdf,Eidgenössisches Personal | BEP,Vermietungsbestimmungen,PDF,"Zwingend
- Aktueller Betreibungsregisterauszug und Referenzauskünfte müssen vorgelegt werden.
- Ein Mietvertrag wird mit maximal zwei Mietenden abgeschlossen.
- Wohnungen dürfen während des Mietverhältnisses weder unter- noch überbelegt sein (Belegungsvorschriften).
- Änderungen der Anzahl in einer Wohnung lebender Personen sind der Geschäftsstelle zu melden und schriftlich bestätigen zu lassen.
- Mindestanwesenheitsdauer: Die Wohnung muss mindestens während acht Monaten pro Jahr von der Mietpartei bewohnt werden, und die Mietenden müssen behördlich an der Adresse angemeldet sein.

Bevorzugend
- Umsiedlung aufgrund von Bauvorhaben oder Unter-/Überbelegung.
- Genossenschaftsmitglieder, die sich wiederholt für die BEP engagieren.
- Von Mietenden gewünschte Umsiedlung (nach mindestens drei Jahren Mietverhältnis).
- Personen, die in der BEP aufgewachsen sind und aus der elterlichen Wohnung ausziehen möchten (oder innert 5 Jahren nach Auszug).
- BEP-Genossenschaftsmitglieder allgemein.
- Zahlungsfähigkeit und positive Referenzauskünfte.
- Integration in die bestehende Hausgemeinschaft.

Änderungen
- Bei Unterbelegung: Nach einem Jahr Unterbelegung muss ein Zuschlag in den Sozialfonds bezahlt werden. Wird dieser nicht bezahlt oder werden zwei zumutbare Ersatzwohnungen abgelehnt, erfolgt der Ausschluss aus der Genossenschaft und die Kündigung des Mietverhältnisses. Kündigung frühestens nach zwei, spätestens nach vier Jahren.
- Bei Überbelegung: Nach einem Jahr Überbelegung muss ein Zuschlag bezahlt werden. Wird dieser nicht bezahlt oder werden zwei Ersatzwohnungen abgelehnt, erfolgt der Ausschluss und die Kündigung. Der Zuschlag darf maximal drei Jahre erhoben werden, danach wird das Mietverhältnis aufgelöst.
- Bei Nichteinhaltung der Mindestanwesenheitsdauer kann der Ausschluss aus der Genossenschaft und die Kündigung des Mietverhältnisses erfolgen.

Weitere Kriterien wie Lohn, Alter, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit genannt."
Zurlinden - Vermietungsbestimmungen,https://www.bgzurlinden.ch/mm/Vermietungsreglement_BGZ_01.01.2025_F.pdf,Zurlinden,Vermietungsbestimmungen,PDF,"Zwingend
- Einhaltung der Belegungsvorschrift (Mindest- und Maximalbelegung je nach Wohnungsgrösse)
- Kein Zweitwohnsitz (Interessenten, die einen Zweitwohnsitz begründen wollen, werden nicht berücksichtigt)
- Angemessenes Verhältnis zwischen Mietzins und Einkommen
- Keine falschen Angaben auf dem Anmeldeformular (führt zur Kündigung)
- Einhaltung der Untermieteregeln (Untermiete nur mit Bewilligung und Einhaltung der Belegungsvorschriften)
- Bei subventionierten Wohnungen: Anforderungen der Wohnbauförderung des Kanton Zürichs

Bevorzugend
- Bestehende Mieter der Genossenschaft, insbesondere bei Umbausituationen oder wenn sie aufgrund der Belegungsvorschriften auf eine neue Wohnung angewiesen sind
- Dringlichkeit auf eine neue Wohnung
- Standort- und siedlungsbezogene Zusatzkriterien
- Ausgewogene soziale Durchmischung

Änderungen
- Bei Nichteinhaltung der Belegungsvorschrift (z.B. durch Auszug von Kindern): Die Genossenschaft bietet innert zwei Jahren eine passende Wohnung an. Wird das zweite Angebot abgelehnt, muss die aktuelle Wohnung innert Jahresfrist verlassen werden. Falls keine Ersatzwohnung angeboten werden kann, muss die Wohnung nach vier Jahren ebenfalls innert Jahresfrist verlassen werden.
- Mieter über 80 Jahre sind von einem Wohnungswechsel ausgenommen.
- Änderungen der Wohnungsbelegung müssen der Genossenschaft unverzüglich gemeldet werden."
Wiedikon - Vermietungsbestimmungen,https://admin.bgwiedikon.ch/assets/uploads/2014_Vermietungsreglement_BGW.pdf,Wiedikon,Vermietungsbestimmungen,PDF,"Zwingend
- Mitgliedschaft in der Genossenschaft bzw. Beitritt zur Genossenschaft ist Voraussetzung für den Abschluss eines Mietvertrags.
- Mindestbelegung: Die Wohnung muss zum Zeitpunkt des Mietantritts mit der vorgeschriebenen Mindestanzahl an Personen bewohnt werden (in der Regel Anzahl Zimmer minus eine Person).
- Wohnsitzpflicht: Mitglieder müssen in der gemieteten Wohnung ihren zivilrechtlichen Wohnsitz haben und dort tatsächlich wohnen.
- Offenlegung von Alter, Ausbildung, Arbeitgeber und Beruf im Bewerbungsformular.
- Vorlage eines aktuellen Betreibungsregisterauszugs und Steuerausweises im Auswahlgespräch.
- Bei Unterbelegung (z.B. nach Auszug von Kindern) besteht Meldepflicht und ggf. Umzugspflicht in eine kleinere Wohnung, sonst droht Kündigung und Ausschluss.

Bevorzugend
- Nachbarschaftliche Verträglichkeit.
- Interesse am genossenschaftlichen Leben.
- Förderung einer breiten Durchmischung der Bewohnerschaft.
- Enge familiäre Beziehungen zur Genossenschaft (z.B. als Kind dort aufgewachsen).
- Dringlichkeit des Wohnbedarfs (z.B. aus finanziellen, gesundheitlichen oder sozialen Gründen).

Änderungen
- Wird die Mindestbelegung nachträglich nicht mehr erfüllt (z.B. Kinder ziehen aus), muss dies gemeldet werden. Der Vorstand bietet eine kleinere Wohnung an. Wird ein zumutbarer Umzug abgelehnt, kann nach zwei Jahren das Mietverhältnis gekündigt und das Mitglied ausgeschlossen werden.
- Werden Belegungsbedingungen durch falsche Angaben umgangen, kann das Mietverhältnis fristgerecht gekündigt und das Mitglied ausgeschlossen werden.

Weitere Kriterien wie Lohnhöhe, Staatsbürgerschaft oder Anstellungsverhältnis werden nicht explizit als zwingend oder bevorzugend genannt."
Waidmatt - Vermietungsbestimmungen,https://www.waidmatt.ch/files/1516/2365/5038/20210611_Vermietungsreglement.pdf,Waidmatt,Vermietungsbestimmungen,PDF,"Zwingend
- Mitgliedschaft bzw. Beitritt zur Genossenschaft ist in der Regel Voraussetzung für den Abschluss eines Mietvertrags.
- Einhaltung der Mindest- und Maximalbelegung je nach Wohnungsgrösse (z.B. Wohnungen mit 4 oder mehr Zimmern und über 80 m² sind festen Lebensgemeinschaften mit mindestens einem Kind bis 27 Jahren vorbehalten).
- Bei Erst- oder Neuvermietung darf keine Unterbelegung vorliegen.
- Änderungen der Anzahl in einer Wohnung lebender Personen sind der Geschäftsstelle ohne Verzug zu melden.
- Falsche Angaben führen zum Ausschluss aus der Genossenschaft und zur Kündigung des Mietverhältnisses.
- Für subventionierte Wohnungen gelten die Anforderungen der jeweiligen Subventionsgeber (Stadt und Kanton Zürich).

Bevorzugend
- BGW-intern wohnhafte Genossenschafter (z.B. bei Umsiedlungen wegen Bauvorhaben, Unter-/Überbelegung, gesundheitlichen, finanziellen oder sozialen Gründen) werden bevorzugt.
- Engagement für die Genossenschaft wird positiv gewertet.
- Es wird auf eine gute soziale Durchmischung und einen ausgewogenen Mietermix geachtet.
- Mitglieder, die ihre Wohnung wegen Umbau/Ersatzneubau verlassen müssen, haben bei Neuvermietung Anspruch auf eine Ersatzwohnung, sofern die Bonität gegeben ist.
- Vielfalt und positiver Einfluss auf das genossenschaftliche Zusammenleben werden bei der Vergabe berücksichtigt.

Änderungen
- Bei Unterbelegung während der Mietdauer (z.B. Kinder ziehen aus): Die BGW bietet zweimal eine zumutbare Ersatzwohnung an. Bei Unterbelegung von 1 Person besteht keine Verpflichtung zur Annahme, aber es muss ein Solidaritätsbeitrag (150 CHF pro überzähliges Zimmer/Monat) bezahlt werden.
- Bei starker Unterbelegung (2 oder mehr Personen): Nach zweimaligem Ablehnen eines Ersatzangebots erfolgt der Ausschluss aus der Genossenschaft und die Auflösung des Mietverhältnisses.
- Nach Erreichen des 28. Lebensjahrs zählen Kinder nicht mehr für die Belegung; die Wohnung muss nach maximal zwei Jahren für Familien mit Kindern freigegeben werden.
- Bei Todesfall eines Haushaltsmitglieds: Nach zwei Jahren Karenzfrist werden die Unterbelegungsregeln angewendet (mit Ausnahmen für über 65-Jährige in bestimmten Siedlungen).
- Bei falschen Angaben: Ausschluss aus der Genossenschaft und Kündigung des Mietverhältnisses.

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit als zwingend oder bevorzugend genannt."
Waidberg - Vermietungsbestimmungen,https://bg-waidberg.ch/wp-content/uploads/2024/04/Statuten-2024.pdf,Waidberg,Vermietungsbestimmungen,PDF,"Zwingend
- Erwerb von mindestens einem Genossenschaftsanteil im Wert von CHF 1'000 (Art. 5 Abs. 1)
- Schriftliche Beitrittserklärung und Beschluss des Vorstandes (Art. 5 Abs. 3)
- Vollständige Einzahlung der gezeichneten Genossenschaftsanteile (Art. 5 Abs. 4)
- Die Wohnung muss vom Mitglied selbst bewohnt werden (Art. 3 Abs. 4, Art. 35 Abs. 3b)
- Bei ausländischer Nationalität: Die Wohnung muss Hauptwohnung am rechtmässigen und tatsächlichen Wohnsitz sein (Art. 3 Abs. 5)
- Zahlung einer Eintrittsgebühr von CHF 50 (Art. 5 Abs. 6)
- Bei Miete einer Wohnung: Beitritt zur Genossenschaft ist in der Regel Voraussetzung (Art. 5 Abs. 5)

Bevorzugend
- Keine expliziten bevorzugenden Kriterien in den Statuten gefunden (wie Lohn, Alter, Familienplanung, etc.). Die Statuten verweisen jedoch auf ein Vermietungsreglement, das weitere Belegungsvorschriften enthalten kann (Art. 34 Abs. 1bis).

Änderungen
- Wenn ein Mitglied die Wohnung nicht mehr selbst bewohnt, kann dies zur Kündigung führen (Art. 35 Abs. 3b).
- Bei Wegzug aus der Mietwohnung erlischt in der Regel die Mitgliedschaft, Ausnahmen sind möglich (Art. 7 Abs. 3).
- Keine Angaben zu Änderungen bei Lohn, Familienstand oder anderen Kriterien gefunden.

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft (ausser Hauptwohnsitz bei Ausländern), Anstellungsverhältnis werden in den Statuten nicht genannt.

Falls weitere Kriterien im Vermietungsreglement stehen, sind diese nicht Teil der Statuten und wurden hier nicht gefunden."
Vrenelisgärtli - Vermietungsbestimmungen,https://www.vrenelisgaertli.ch/downloads/vermietungsreglement-2023.pdf,Vrenelisgärtli,Vermietungsbestimmungen,PDF,"Zwingend
- Unterbelegung: Wenn während des Mietverhältnisses weniger Personen als die Zimmerzahl minus eins in einer 4-Zimmer-Wohnung oder grösser wohnen, gilt die Wohnung als unterbelegt und muss nach einer Übergangsfrist gegen eine kleinere Wohnung eingetauscht werden. Wird dies verweigert, ist dies ein Ausschluss- und Kündigungsgrund.
- Die Unterbelegung darf nicht durch Untermiete umgangen werden.
- Wohnungen bis 2.5 Zimmer sowie 3-Zimmer-Dachwohnungen im FRESCO werden nur an eine oder zwei Personen vermietet.
- 3- und 3.5-Zimmer-Wohnungen werden in der Regel an zwei Personen vermietet.
- 4- und 4.5-Zimmer-Wohnungen werden in erster Linie an Familien mit mindestens 3 Personen vermietet.
- 5- und 5.5-Zimmer-Wohnungen werden in erster Linie an Familien mit mindestens 4 Personen vermietet.
- Die Haltung von Hunden ist nicht erlaubt (Ausnahme: Blindenführ- oder Assistenzhund nach Entscheid der Kommission).
- Wohnungen, Zimmer oder Nebenobjekte dürfen nicht über Online-Buchungsplattformen (z.B. Airbnb) untervermietet werden.

Bevorzugend
- Genossenschafterinnen und Genossenschafter haben bei der Vermietung Vorrang.
- Altersgerechte Wohnungen werden bevorzugt an Seniorinnen und Senioren oder an Genossenschafter mit eingeschränkter Mobilität vermietet.
- Bei mehreren Bewerbungen von Genossenschaftern: Vergabe nach Personenzahl, Datum der Bewerbung und Anciennität.
- Kinder getrennt lebender Eltern werden als vollwertige Personen gezählt, wenn sie durchschnittlich mindestens 3 Tage pro Woche anwesend sind.
- Bei der Vergabe werden Personenzahl, Alter, Bewerbungsgrund, soziale Verhältnisse, Dringlichkeit und Quartierverbundenheit berücksichtigt.
- Bei Hobbyräumen: Lage des Raums zur Wohnung und Haushaltsgrösse werden berücksichtigt.

Änderungen
- Bei Unterbelegung muss die Änderung der Personenzahl umgehend gemeldet werden. Nach einer Übergangsfrist von mindestens einem Jahr muss die Wohnung gegen eine kleinere getauscht werden. Werden drei zumutbare Ersatzwohnungen abgelehnt, muss die Wohnung freigegeben werden (Ausschluss-/Kündigungsgrund).
- Die Unterbelegung darf nicht durch Untermiete umgangen werden.
- Bei Trennung/Scheidung kann sich der ausziehende Elternteil auf die interne Warteliste setzen lassen.

Weitere Kriterien wie Lohn, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit genannt."
Süd-Ost - Vermietungsbestimmungen,https://www.sued-ost.ch/application/files/5315/4158/5645/Vermietungsreglment.pdf,Süd-Ost,Vermietungsbestimmungen,PDF,"Zwingend
- Die Personenzahl muss zur Wohnungsgrösse passen (keine Unterbelegung: Zimmerzahl darf die Zahl der Bewohner/innen um nicht mehr als zwei übersteigen).
- Das Verhältnis zwischen Einkommen und Mietzins muss angemessen sein.
- Referenzen werden geprüft.
- Mitwirkung in der Genossenschaft und Engagement im Quartier werden verlangt.

Bevorzugend
- Interne Umsiedlung bei unterbesetzter Wohnung, Familienzuwachs oder Verkleinerung der Familie.
- Angestellte der Genossenschaft und Mitglieder des Vorstandes.
- Personen, die in der BG Süd-Ost aufgewachsen sind.
- Familien mit Kindern und Alleinerziehende (insbesondere für familiengeeignete Wohnungen).
- Ehepaare und Lebenspartnerschaften.
- Einzelpersonen (nachrangig).
- Quartierverbundenheit kann bei Ersatzwohnungsangeboten berücksichtigt werden.
- Gesundheitliche Gründe können bei Ersatzwohnungsangeboten berücksichtigt werden.

Änderungen
- Bei Unterbelegung (z.B. wenn Kinder ausziehen) muss dies der Verwaltung gemeldet werden.
- Die Genossenschaft bietet zwei zumutbare Ersatzwohnungen an; werden beide abgelehnt, wird der Vorstand informiert.
- Bei schwer vermietbaren Objekten oder ungünstiger Marktlage kann der Vorstand die Bestimmungen zur Unterbelegung zeitweise ausser Kraft setzen.

Weitere Kriterien wie Lohnhöhe, Alter, aktueller Wohnort, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit genannt."
St. Jakob | BGSJ - Vermietungsbestimmungen,https://bgsj.ch/wp-content/uploads/2018/03/Verwaltung-Vermietungsreglement-30.4.16.pdf,St. Jakob | BGSJ,Vermietungsbestimmungen,PDF,"Zwingend
- Beitritt zur Genossenschaft ist in der Regel Voraussetzung für die Miete einer Wohnung.
- Einhaltung der Belegungsvorschriften (z.B. Mindestanzahl Personen pro Wohnungsgrösse: 3-Zimmerwohnung mind. 2 Personen, 4-Zimmerwohnung mind. 3 Personen davon 1 Kind, 5-Zimmerwohnung mind. 4 Personen davon 2 Kinder).
- Einzahlung des festgelegten Genossenschaftsanteilscheinkapitals pro Zimmer.
- Keine Vermietung von weiteren Wohnungen in derselben Siedlung an nahestehende Verwandte von bestehenden Mietern.
- Einhaltung der Statuten und Hausordnung.
- Bei subventionierten Wohnungen gelten zusätzlich die kantonalen und städtischen Reglemente.

Bevorzugend
- Paare oder Einzelpersonen mit einem oder mehreren Kindern haben Vorrang bei Wohnungen mit drei und mehr Zimmern gegenüber Bewerbern mit ausschliesslich erwachsenen Personen.
- Interne Umsiedlungen (z.B. wegen Bauvorhaben oder Unterbelegung) werden bevorzugt behandelt.
- Dringende Umsiedlungen aus gesundheitlichen, finanziellen oder sozialen Gründen werden bevorzugt.
- Die Dauer der Mitgliedschaft kann die Vergabe beeinflussen.
- Ein ausgewogener Mietermix (soziale Durchmischung) wird angestrebt.

Änderungen
- Bei Unterbelegung (z.B. wenn Kinder ausziehen): Es wird ein Unterbelegungsbeitrag erhoben und die Möglichkeit zum Umzug in eine kleinere Wohnung angeboten. Nach Ablehnung einer akzeptablen Offerte kann eine ordentliche Kündigung ausgesprochen werden.
- Bei Überbelegung: Es wird ein Überbelegungsbeitrag erhoben oder eine ordentliche Kündigung ausgesprochen.
- Bei Vertragsübernahmen (z.B. Tod, Scheidung): Die Belegungsvorschriften müssen weiterhin eingehalten werden.

Weitere Kriterien wie Lohn, Alter, aktueller Wohnort, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit als zwingend oder bevorzugend genannt."
Sonnengarten | BGS - Vermietungsbestimmungen,https://www.bg-sonnengarten.ch/sites/default/files/Reglement%20Vermietungsreglement_04_Einzelseiten.pdf,Sonnengarten | BGS,Vermietungsbestimmungen,PDF,"Zwingend
- Die Belegung der Wohnung muss dem Verhältnis zwischen Bewohnerzahl und Wohnungsgrösse entsprechen: Personenzahl = Anzahl Zimmer minus 1, Anzahl Zimmer oder Anzahl Zimmer plus 1.
- Die Wohnung muss für die Mieterschaft finanziell tragbar sein.
- Referenzen werden geprüft.
- Meldepflicht bei dauerhaften Belegungsänderungen innerhalb von 3 Monaten.
- Unterbelegung (Anzahl Bewohner/-innen unter Anzahl Zimmer minus 2) oder Überbelegung (über Anzahl Zimmer plus 2) ist nicht zulässig, ausser es gelten Ausnahmen (z.B. Hauptmieter/in 70 Jahre oder älter).

Bevorzugend
- Umsiedlung aufgrund von Bauvorhaben, Über- oder Unterbelegung wird bevorzugt behandelt.
- Interne Mitglieder (z.B. Angestellte, Vorstandsmitglieder, «Genossenschaftskinder») werden vor externen Interessenten bevorzugt.
- Wohnungen, die für Familien, Behinderte oder Betagte geeignet sind, werden nach Möglichkeit an entsprechende Personen vergeben.

Änderungen
- Bei dauerhafter Unter- oder Überbelegung (Fehlbelegung) werden Anreize zur internen Umsiedlung geschaffen (z.B. Unterstützung, Umsiedlungsbeitrag).
- Nach 7 Jahren Fehlbelegung kann der Vorstand den Ausschluss aus der Genossenschaft beschliessen und kündigen, falls angebotene Alternativen abgelehnt werden.
- Bei Wegfall der Fehlbelegung (z.B. durch Zuzug oder Wegzug) endet die Frist, bei erneuter Fehlbelegung beginnt sie neu.
- Ausnahmen sind möglich, insbesondere bei persönlichen Verhältnissen, Wohnlage oder Mietzinshöhe.

Weitere Kriterien wie Lohnhöhe, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft oder Anstellungsverhältnis werden im Reglement nicht explizit als zwingende oder bevorzugende Kriterien genannt."
Schönheim - Vermietungsbestimmungen,https://schoenheim.ch/wp-content/uploads/2025/06/BG-Schoenheim-Vermietungsreglement.pdf,Schönheim,Vermietungsbestimmungen,PDF,"Zwingend
- Angemessenes Verhältnis von Mietzins, Einkommen und Vermögen (Bruttomiete inkl. Nebenkosten = max. 1/3 des Nettoeinkommens, Nachweis durch Lohnausweis/Jahresrechnung)
- Keine erheblichen Schulden im Betreibungsregister
- Bereitschaft, sich in der Genossenschaft/Siedlung zu engagieren
- Residenzpflicht: Mitglieder müssen in der gemieteten Wohnung ihren zivilrechtlichen Wohnsitz haben und diese selbst bewohnen
- Einhaltung der Belegungsvorschriften (minimale/maximale Personenzahl je nach Wohnungsgrösse)
- Bei Unter- oder Überbelegung: Verpflichtung zum Wohnungswechsel, sonst droht Ausschluss
- Bei Ablehnung eines zumutbaren Umsiedlungsangebots (z.B. bei Ersatzneubau): Ausschluss möglich
- Keine temporäre Untervermietung über Online-Buchungsplattformen (z.B. Airbnb)
- Keine missbräuchlichen Untermietverhältnisse

Bevorzugend
- Personen mit niedrigem Einkommen und Vermögen werden bei sehr günstigem Wohnraum bevorzugt
- Familien (mindestens 1 erwachsene Person mit Kind/ern unter 18 Jahren) haben bei Wohnungen mit drei und mehr Zimmern Vorrang
- Personen, die in der Genossenschaft aufgewachsen oder früher dort wohnhaft waren, werden bevorzugt
- Zur Förderung der Vielfalt können auch Wohngemeinschaften berücksichtigt werden
- Soziale Durchmischung wird angestrebt (alle Altersstufen, Einzel- und Mehrpersonenhaushalte)
- Referenzen und Empfehlungen können positiv berücksichtigt werden
- Schweizer Staatsbürgerschaft: Anteil der Genossenschafter mit Schweizer Staatsbürgerschaft muss mindestens 50% betragen; Anteil soll dem Durchschnitt des Kantons Zürich entsprechen

Änderungen
- Bei Unterbelegung (z.B. Kinder ziehen aus): Verpflichtung zum Wechsel in eine kleinere Wohnung, sonst droht Ausschluss
- Bei Überbelegung (z.B. Familienzuwachs): Verpflichtung zum Wechsel in eine grössere Wohnung oder Verkleinerung des Haushalts, sonst droht Ausschluss
- Bei Wegfall der Voraussetzungen für finanzielle Unterstützung (z.B. Überschreiten der Einkommens-/Vermögenslimiten für subventionierten Wohnraum): Wegfall der Unterstützung
- Der Vorstand kann in begründeten Ausnahmefällen befristete Ausnahmen bewilligen

Quelle: https://schoenheim.ch/wp-content/uploads/2025/06/BG-Schoenheim-Vermietungsreglement.pdf"
Schönau - Vermietungsbestimmungen,https://www.bsz-schoenau.ch/wp-content/uploads/2022/05/Vermietungsreglement-ab-Juli-2012.pdf,Schönau,Vermietungsbestimmungen,PDF,"Zwingend
- nichts gefunden

Bevorzugend
- nichts gefunden

Änderungen
- nichts gefunden"
Rotach - Vermietungsbestimmungen,https://www.rotach.ch/files/pdf1/vermietungsrichtlinien_01.01.2025.pdf,Rotach,Vermietungsbestimmungen,PDF,"Zwingend
- Bonitätsnachweis: Es wird in der Regel eine Betreibungsauskunft im Original verlangt.
- Einzahlung des Pflichtanteilscheinkapitals (Höhe abhängig von der Wohnungsgrösse, mindestens die Hälfte bei Vertragsabschluss, Rest in Raten möglich).
- Keine Unterbelegung der Wohnung (z.B. 1 Person max. 3 Zimmer).
- Interner Wohnungswechsel erst nach mindestens zwei Jahren in der gleichen Wohnung möglich.

Bevorzugend
- Interne Wechsel (insbesondere bei Sanierungen/Ersatzneubauten, Freigabe grösserer Wohnungen, Mitglieder der Organe, Personal).
- Mieter*innen anderer Genossenschaften, die wegen Sanierungen/Ersatzneubauten ausziehen müssen.
- Familien mit Kindern.
- Quartiergebundenheit, insbesondere bei schulpflichtigen Kindern und älteren Menschen.
- Interne Umzüge aus gesundheitlichen Gründen.
- Gewerbetreibende, die zum Nutzen der Quartierbewohner arbeiten (bei Geschäftslokalitäten).

Änderungen
- Bei internen Umzügen aus Familienwohnungen in kleinere Wohnungen wird eine Umzugsprämie gezahlt, wenn dadurch die Nachfrage nach Familienwohnungen befriedigt wird.
- Es gibt keine expliziten Angaben dazu, was passiert, wenn Personen mit der Zeit die Kriterien (z.B. Familiengrösse, Einkommen) nicht mehr erfüllen. 

Weitere Kriterien wie Lohnhöhe, Alter, Staatsbürgerschaft, Anstellungsverhältnis oder Familienplanung werden nicht explizit genannt."
Oberstrass | BGO - Vermietungsbestimmungen,https://www.bgoberstrass.ch/images/Downloads/Statuten_und_Reglemente/Vermietungsreglement.pdf,Oberstrass | BGO,Vermietungsbestimmungen,PDF,"Zwingend
- Mitgliedschaft in der Genossenschaft (durch Zeichnung und Einzahlung des Anteilscheinkapitals)
- Vollständig und korrekt ausgefülltes Anmeldeformular
- Erfüllung der Mietkriterien der jeweiligen Ausschreibung
- Mindestbelegung der Wohnung je nach Wohnungsgrösse (z.B. ab 2 Personen für 3-3½-Zimmer-Wohnung >70 m²)
- Meldung und Einreichung eines Tauschgesuchs bei Unterbelegung
- Änderungen der Wohnungsbelegung müssen gemeldet werden

Bevorzugend
- Integration in die Genossenschaft und Nachbarschaft
- Familien mit Kindern bei Wohnungen mit vier und mehr Zimmern (bei gleicher Personenzahl)
- BGO-interne Umsiedlungen (z.B. wegen Bauvorhaben, Unterbelegung, Familienzuwachs)
- Dringende Wohnungswechsel aus gesundheitlichen, finanziellen oder sozialen Gründen
- Tauschgesuche nach mindestens fünf Jahren in derselben Wohnung (Ausnahmen möglich)
- Bewerbungen von Angehörigen von Genossenschafter:innen in direkter Linie sowie von Genossenschafter:innen, die ausserhalb der BGO wohnen

Änderungen
- Bei Unterbelegung muss ein Tauschgesuch eingereicht werden; es gilt eine Übergangsfrist von zwei Jahren für den Wohnungswechsel (Verlängerung in Härtefällen möglich)
- Die Kommission kann drei Wohnungsangebote unterbreiten; werden diese abgelehnt, kann der Ausschluss aus der Genossenschaft erfolgen
- Änderungen der Wohnungsbelegung (z.B. Auszug der Kinder) sind zu melden

Zu Kriterien wie Lohn, Alter, aktueller Wohnort, Familienplanung, Staatsbürgerschaft, Anstellungsverhältnis etc. finden sich keine expliziten zwingenden Vorgaben, ausser dass die finanzielle und soziale Situation bei der Vergabe berücksichtigt werden kann."
Mehr als Wohnen - Vermietungsbestimmungen,https://www.mehralswohnen.ch/fileadmin/downloads/Mieten/2021_maw_Vermietungsreglement.pdf,Mehr als Wohnen,Vermietungsbestimmungen,PDF,"Zwingend
- nichts gefunden

Bevorzugend
- nichts gefunden

Änderungen
- nichts gefunden"
